track_name,album,era,lyrics,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,key,mode
London Boy,Lover,Lover,"We can go drivin' in, on my scooter
Uh, you know, just 'round London (
Oh, I'd—
)
I love my hometown as much as Motown, I love SoCal
And you know I love Springsteen, faded blue jeans, Tennessee whiskey
But somethin' happened, I heard him laughin'
I saw the dimples first and then I heard the accent
They say, ""Home is where the heart is""
But that's not where mine lives
You know I love a London boy
I enjoy walkin' Camden Market in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you (Ooh)
And now I love high tea, stories from Uni' and the West End
You can find me in the pub, we are watchin' rugby with his school friends
Show me a gray sky, a rainy cab ride
Babes, don't threaten me with a good time
They say, ""Home is where the heart is""
But, God, I love the English
You know I love a London boy
I enjoy nights in Brixton, Shoreditch in the afternoon
He likes my American smile, like a child when our eyes meet
Darling, I fancy you
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy
Boy, I fancy you
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Wanna be with you)
Wanna be with you, oh, woah
You know I love a London boy
I enjoy walkin' Soho, drinkin' in the afternoon (Yeah)
He likes my American smile, like a child when our eyes meet
Darling, I fancy you (You)
Took me back to Highgate, met all of his best mates
So I guess all the rumors are true (Yeah)
You know I love a London boy (Oh)
Boy (Oh), I fancy you (I fancy you; ooh)
So please show me Hackney
Doesn't have to be Louis V up on Bond Street
Just wanna be with you (Ooh)
I, oh, I, I fancy you, oh, woah-ah-ah (Ooh)
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath
Just wanna be with you (Ooh), wanna be with you
I fancy you (Yeah), I fancy you, ah-ah (Ooh)",0.695,0.71,-6.639,0.05,0.0246,0.000104,0.133,0.557,157.925,190240.0,1.0,1.0
Style,1989 (Deluxe),1989,"Midnight
You come and pick me up, no headlights
Long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you
(Heard from you)
And I should just tell you to leave, 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good-girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
So it goes
He can't keep his wild eyes on the road, mm
Takes me home
The lights are off, he's taking off his coat, mm, yeah
I say, ""I heard, oh
That you've been out and about with some other girl""
Some other girl
He says, ""What you heard is true, but I
Can't stop thinking 'bout you and I""
I said, ""I've been there too, a few times""
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good-girl faith and a tight little skirt (A tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (We never go, we never go), we never go out of style
Take me home (Ah)
Just take me home (Ah)
Yeah, just take me home (Ah)
Oh-oh, woah-oh, oh (Out of style)
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (And when we go), we come back every time
'Cause we never go out of style, we never go out of style",0.598,0.786,-5.572,0.0383,0.00253,0.0016,0.117,0.456,95.019,231000.0,2.0,1.0
coney island (feat. The National),evermore,Evermore,"Prelomim si dušo na pol ko te iščem
A si prav tukaj
Če se ne morem več poistovetiti s tabo
S kom sem torej v sorodu?
In če je to dolg hodnik
Kako sva prišla sem tako hitro?
Sem dlan zaprla okoli nečesa krhkega?
Sem te zlomila?
In sedim na klopci na Coney Island-u
Sprašujem se, kam je šel moj ljubi?
Hitri časi, svetle luči, vrtiljak
Oprosti, ker nisi bil sredina moje knjige
Spet in spet
Izgubljena, nobenih presenečenj
Razočaranja, zapri oči
In postaja bolj in bolj mrzlo
Ko sonce zaide
Vprašanjе razbija v moji glavi
Kaj je življenje uspеhov
Če sem te porinil do roba
A si bila preveč vljudna, da bi me zapustila?
In ali pogrešaš kriminalca
Ki te je pregovoril, da prideš v raj in te pustil tam samo?
Boš oprostila moji duši
Ko boš prepameten(a), da bi zaupal(a) in prestar(a), da bi ti bilo mar?
Ker bila sva kot nakupovalno središče pred internetom
To je bil kraj, kjer si moral biti
Navihanost, v darilni papir zavite predmestne sanje
Oprosti, ker ti nisem zadel(a) prstana v igralnici
Spet in spet
Izgubljena, nobenih presenečenj
Razočaranja, zapri oči
In postaja bolj in bolj hladno
Ko sonce zaide
Si čakal na najinem starem kraju
Pri vrsti dreves pri zlati uri
Kjer sem te pustila čakati vsak dan?
Si čakala na hodniku
Z veliko torto, vse najboljše
Sem tvoje modro nebo obarvala temno sivo?
Eno univerzo stran
In ko sem bila udeležen v nesreči
Se je pred mano prikazal tvoj obraz
A ko sem odšla na oder
Mislim, da sem pozabila reči tvoje ime
In sedim na klopci na Coney Island-u
Sprašujem se, kam je šel moj ljubi?
Hitri časi, svetle luči, vrtiljak
Oprosti, ker nisi bil sredina moje knjige
Spet in spet
Izgubljena, nobenih presenečenj
Razočaranja, zapri oči
In postaja bolj in bolj mrzlo
Ko sonce zaide
Ko sonce zaide
Se je pred mano prikazal tvoj obraz
Ko sonce zaide
A mislim, da sem pozabil(a) reči tvoje ime
Spet in spet
Oprosti, ker nisi bil(a), nisi bil(a)
Sredina moje knjige",0.537,0.537,-11.266,0.0617,0.819,0.000904,0.142,0.292,107.895,275320.0,8.0,1.0
evermore,evermore,Evermore,evermore gold evermore champagne willow gold evermore champagne ivy willow I we love the we we the the the the and you I and the we you love love you,0.39,0.27,-10.673,0.0308,0.937,0.00227,0.111,0.32,125.177,304107.0,1.0,1.0
The Archer,Lover,Lover,"Combat, I'm ready for combat
I say I don't want that, but what if I do?
'Cause cruelty wins in the movies
I've got a hundred thrown-out speeches I almost said to you
Easy they come, easy they go
I jump from the train, I ride off alone
I never grew up, it's getting so old
Help me hold on to you
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
Dark side, I search for your dark side
But what if I'm alright, right, right, right here?
And I cut off my nose just to spite my face
Then I hate my reflection for years and years
I wake in the night, I pace like a ghost
The room is on fire, invisible smoke
And all of my heroes die all alone
Help me hold on to you
I've been the archer, I've been the prey
Screaming, who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
'Cause they see right through me
They see right through me
They see right through
Can you see right through me?
They see right through
They see right through me
I see right through me
I see right through me
All the king's horses, all the king's men
Couldn't put me together again
'Cause all of my enemies started out friends
Help me hold on to you
I've been the archer, I've been the prey
Who could ever leave me, darling
But who could stay?
(I see right through me, I see right through me)
Who could stay?
Who could stay?
Who could stay?
You could stay
You could stay
Combat, I'm ready for combat",0.292,0.574,-9.375,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240.0,0.0,1.0
the lakes,folklore,Folklore,exile exile cardigan betty mirrorball august cardigan exile betty mirrorball love you the love and the the we we you I you we the you and we love and love,0.313,0.258,-11.532,0.0383,0.842,1.3e-06,0.0948,0.268,179.947,211813.0,2.0,1.0
Death By A Thousand Cuts,Lover,Lover,"My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
My, my, my, my
Saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
’Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier's still flickering here
’Cause I can't pretend it's okay when it's not
It's death by a thousand cuts
I dress to kill my time, I take the long way home
I ask the traffic lights if it'll be alright
They say, ""I don't know""
And what once was ours is no one's now
I see you everywhere, the only thing we share
Is this small town
You said it was a great love, one for the ages
But if the story’s over, why am I still writing pages?
’Cause saying goodbye is death by a thousand cuts
Flashbacks waking me up
I get drunk, but it's not enough
’Cause the morning comes and you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier's still flickering here
'Cause I can’t pretend it's okay when it's not
It's death by a thousand cuts
My heart, my hips, my body, my love
Tryna find a part of me that you didn't touch
Gave up on me like I was a bad drug
Now I'm searching for signs in a haunted club
Our songs, our films, united we stand
Our country, guess it was a lawless land
Quiet my fears with the touch of your hand
Paper cut stings from our paper-thin plans
My time, my wine, my spirit, my trust
Tryna find a part of me you didn't take up
Gave you too much, but it wasn't enough
But I'll be alright, it's just a thousand cuts
I get drunk, but it's not enough
'Cause you're not my baby
I look through the windows of this love
Even though we boarded them up
Chandelier's still flickering here
'Cause I can't pretend it's okay when it's not
No, it's not
It's death by a thousand cuts (You didn't touch)
Tryna find a part of me that you didn't touch
My body, my love, my trust (It's death by a thousand cuts)
But it wasn't enough, it wasn't enough, no, no
I take the long way home
I ask the traffic lights if it'll be alright
They say, ""I don't know""",0.712,0.732,-6.754,0.0629,0.454,0.0,0.319,0.313,94.071,198533.0,4.0,1.0
The Great War,Midnights,Midnights,karma midnight midnight anti-hero haze haze midnight anti-hero karma karma the you the I I love I you you the I and I I we you and we the and,0.573,0.741,-8.987,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,240356.0,5.0,1.0
right where you left me,evermore,Evermore,evermore champagne willow ivy willow willow ivy ivy ivy willow love the and and I the you and I I we the you love I the I the and I,0.581,0.619,-6.524,0.0282,0.769,0.000106,0.117,0.645,137.915,245027.0,10.0,1.0
ivy,evermore,Evermore,"How's one to know?
I'd meet you where the spirit meets the bones
In a faith-forgotten land
In from the snow
Your touch brought forth an incandescent glow
Tarnished but so grand
And the old widow goes to the stone every day
But I don't, I just sit here and wait
Grieving for the living
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine, but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered in you
I wish to know
The fatal flaw that makes you long to be
Magnificently cursed
He's in the room
Your opal eyes are all I wish to see
He wants what's only yours
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine, but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered
Clover blooms in the fields
Spring breaks loose, the time is near
What would he do if he found us out?
Crescent moon, coast is clear
Spring breaks loose, but so does fear
He's gonna burn this house to the ground
How's one to know?
I'd live and die for moments that we stole
On begged and borrowed time
So tell me to run
Or dare to sit and watch what we'll become
And drink my husband's wine
Oh, goddamn
My pain fits in the palm of your freezing hand
Taking mine, but it's been promised to another
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered in you
And I'm covered in you
So yeah, it's a fire
It's a goddamn blaze in the dark
And you started it
You started it
So yeah, it's a war
It's the goddamn fight of my life
And you started it
You started it
Oh, I can't
Stop you putting roots in my dreamland
My house of stone, your ivy grows
And now I'm covered
In you, in you
Now I'm covered in you
In you",0.515,0.545,-9.277,0.0353,0.855,1.97e-05,0.0921,0.535,88.856,260440.0,2.0,1.0
Look What You Made Me Do,reputation,Reputation,"I don't like your little games
Don't like your tilted stage
The role you made me play
Of the fool, no, I don't like you
I don't like your perfect crime
How you laugh when you lie
You said the gun was mine
Isn't cool, no, I don't like you (Oh)
But I got smarter, I got harder in the nick of time
Honey, I rose up from the dead, I do it all the time
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
I (I) don't (Don't) like your kingdom keys (Keys)
They (They) once belonged to me (Me)
You (You) asked me for a place to sleep
Locked me out and threw a feast (What?)
The world moves on, another day, another drama, drama
But not for me, not for me, all I think about is karma
And then the world moves on, but one thing's for sure
Maybe I got mine, but you'll all get yours
But I got smarter, I got harder in the nick of time (Nick of time)
Honey, I rose up from the dead, I do it all the time (I do it all the time)
I've got a list of names and yours is in red, underlined
I check it once, then I check it twice, oh
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
I don't trust nobody and nobody trusts me
I'll be the actress starrin' in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starrin' in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starrin' in your bad dreams
I don't trust nobody and nobody trusts me
I'll be the actress starrin' in your bad dreams
(Ooh, look what you made me do)
(Look what you made me do)
(Look what you just made me do)
(Look what you just made me)
""I'm sorry, the old Taylor can't come to the phone right now""
(Ooh, look what you made me do)
(Look what you made me do)
(Look what you just made me)
""Why? Oh, 'cause she's dead"" (Oh)
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me
Ooh, look what you made me do
Look what you made me do
Look what you just made me do
Look what you just made me do",0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,211853.0,9.0,0.0
All You Had To Do Was Stay,1989 (Deluxe),1989,"(Hey, hey, hey)
(Hey, hey, hey)
(Hey, hey, hey)
(Hey, hey, hey)
People like you always want back
The love they gave away
And people like me wanna believe you
When you say you've changed
The more I think about it now
The less I know
All I know is that you drove us
Off the road
(Stay) Hey, all you had to do was stay
Had me in the palm of your hand, then
Why'd you have to go and lock me out when I let you in?
(Stay) Hey, now you say you want it back
Now that it's just too late, well, could've been easy
All you had to do was (Stay)
All you had to do was (Stay)
All you had to do was (Stay)
All you had to do was (Stay)
All you had to do was stay
Here you are now, calling me up
But I don't know what to say
I've been pickin' up the pieces
Of the mess you made
People like you always want back
The love they pushed aside
But people like me are gone forever
When you say goodbye
(Stay) Hey, all you had to do was stay
Had me in the palm of your hand, then
Why'd you have to go and lock me out when I let you in?
(Stay) Hey, now you say you want it back
Now that it's just too late, well, could've been easy
All you had to do was (Stay)
All you had to do was (Stay)
All you had to do was (Stay)
All you had to do was (Stay, stay, stay, stay, stay)
Let me remind you
This was what you wanted (Oh, oh, oh-oh-oh)
You ended it
You were all I wanted (Oh, oh, oh-oh-oh)
But not like this
Not like this, not like this
Oh, all you had to do was
(Stay) Hey, all you had to do was stay
Had me in the palm of your hand, then
Why'd you have to go and lock me out when I let you in?
(Stay) Hey, now you say you want it back
Now that it's just too late, well, could've been easy
All you had to do was
(Stay) Hey, all you had to do was stay
Had me in the palm of your hand, then
Why'd you have to go and lock me out when I let you in?
(Stay) Hey, now you say you want it back
Now that it's just too late, well, it could've been easy (All you had to do was stay)
All you had to do was (Stay)
All you had to do was (Stay, oh)
All you had to do was (Stay)
All you had to do was (Stay, ooh)
All you had to do was (Stay)",0.602,0.736,-5.778,0.0338,0.00196,4.57e-05,0.105,0.471,96.969,193293.0,5.0,1.0
Bad Blood,1989 (Deluxe),1989,"'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we got bad blood, hey
Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood, hey
Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin
What was shiny? Now it's all rusted
Did you have to hit me
Where I'm weak? Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughin' right at me
Oh, it's so sad to
Think about the good times
You and I
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we got bad blood, hey
Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood, hey
Did you think we'd be fine?
Still got scars on my back from your knife
So don't think it's in the past
These kinda wounds, they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you're comin' my way, just don't
Oh, it's so sad to
Think about the good times
You and I
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we've got bad blood, hey
Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we've got bad blood, hey
Band-Aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-Aids don't fix bullet holes (Hey)
You say sorry just for show (Hey)
If you live like that, you live with ghosts (Hey), mmm
If you love like that, blood runs cold
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done
'Cause, baby, now we got bad blood, hey (Bad blood)
Now we got problems
And I don't think we can solve 'em (Don't think we can solve 'em)
You made a really deep cut
And, baby, now we got bad blood, hey ('Cause now we got bad blood)
'Cause, baby, now we got bad blood
You know it used to be mad love
So take a look what you've done (Look what you've done)
'Cause, baby, now we got bad blood, hey (Ooh, woah)
Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood, hey",0.65,0.802,-6.114,0.181,0.0871,6.54e-06,0.148,0.295,170.146,211933.0,7.0,1.0
gold rush,evermore,Evermore,"Gleaming, twinkling
Eyes like sinking
Ships on waters
So inviting, I almost jump in
But I don't like a gold rush, gold rush
I don't like anticipatin' my face in a red flush
I don't like that anyone would die to feel your touch
Everybody wants you
Everybody wonders what it would be like to love you
Walk past, quick brush
I don't like slow motion, double vision in rose blush
I don't like that falling feels like flying 'til the bone crush
Everybody wants you
But I don't like a gold rush
What must it be like to grow up that beautiful?
With your hair falling into place like dominoes
I see me padding across your wooden floors
With my Eagles T-shirt hanging from the door
At dinner parties, I call you out on your contrarian shit
And the coastal town we wandered 'round had nеver seen a love as pure as it
And thеn it fades into the gray of my day-old tea
'Cause it could never be
'Cause I don't like a gold rush, gold rush
I don't like anticipatin' my face in a red flush
I don't like that anyone would die to feel your touch
Everybody wants you
Everybody wonders what it would be like to love you
Walk past, quick brush
I don't like slow motion, double vision in rose blush
I don't like that falling feels like flying 'til the bone crush
Everybody wants you
But I don't like a gold rush
What must it be like to grow up that beautiful?
With your hair falling into place like dominoes
My mind turns your life into folklore
I can't dare to dream about you anymore
At dinner parties, I won't call you out on your contrarian shit
And the coastal town we never found will never see a love as pure as it
'Cause it fades into the gray of my day-old tea
'Cause it will never be
Gleaming, twinkling
Eyes like sinking
Ships on waters
So inviting, I almost jump in",0.512,0.462,-10.491,0.0408,0.83,0.166,0.121,0.353,112.05,185320.0,9.0,1.0
